Slide_No,State,District,Toposheet,Latitude,Longitude,Length,Width,Height,Area,Activity,Geomorphol,Lithology,LULC,Triggering,Year,Basin,Sub_Basin,Source,feature_id,geometry_type
SK /NAM /78A8 /2023 /26,SIKKIM,NAMCHI,78A8,27.1113,88.3395,42.493,41.565,73.8453063965,1407.88164804,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.157,MultiPolygon
SK /NAM /78A8 /2023 /18,SIKKIM,NAMCHI,78A8,27.1053,88.3712,58.945,29.882,47.5126342773,1202.04266369,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.148,MultiPolygon
SK /NAM /78A8 /2023 /14,SIKKIM,NAMCHI,78A8,27.1123,88.3966,113.936,32.143,970.509521484,2560.59015237,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.144,MultiPolygon
SK /SRG /78A4 /2023 /3,SIKKIM,SORENG,78A4,27.1243,88.1232,67.864,36.495,143.75012207,1855.72569511,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.2,MultiPolygon
SK /SRG /78A4 /2023 /4,SIKKIM,SORENG,78A4,27.126,88.1304,57.689,36.495,21.8739013672,1265.88307816,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.3,MultiPolygon
SK /SRG /78A4 /2023 /5,SIKKIM,SORENG,78A4,27.1263,88.1302,35.762,22.853,20.0,613.637691026,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.4,MultiPolygon
SK /SRG /78A4 /2023 /31,SIKKIM,SORENG,78A4,27.1266,88.1298,57.446,21.186,37.0,753.270459682,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.36,MultiPolygon
SK /SRG /78A4 /2023 /37,SIKKIM,SORENG,78A4,27.1229,88.1312,135.898,76.548,242.057800293,7082.88174632,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.43,MultiPolygon
SK /SRG /78A4 /2023 /40,SIKKIM,SORENG,78A4,27.1162,88.142,148.59,49.04,254.52746582,4600.90495533,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.46,MultiPolygon
SK /SRG /78A4 /2023 /7,SIKKIM,SORENG,78A4,27.1279,88.1666,43.429,22.145,27.9973144531,766.690739481,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Semi- Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.6,MultiPolygon
SK /SRG /78A4 /2023 /8,SIKKIM,SORENG,78A4,27.1277,88.1689,44.163,27.888,36.0,973.572739807,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Semi- Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.7,MultiPolygon
SK /SRG /78A4 /2023 /12,SIKKIM,SORENG,78A4,27.1243,88.1687,30.725,15.2,45.2944335938,303.288675358,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.11,MultiPolygon
SK /SRG /78A4 /2023 /39,SIKKIM,SORENG,78A4,27.118,88.1652,103.059,76.455,12.2758789063,5447.21836597,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.45,MultiPolygon
SK /SRG /78A4 /2023 /26,SIKKIM,SORENG,78A4,27.1337,88.1803,101.913,39.374,52.0,2802.95884484,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.25,MultiPolygon
SK /SRG /78A4 /2023 /27,SIKKIM,SORENG,78A4,27.1324,88.176,43.167,18.95,19.5392456055,654.967921217,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.26,MultiPolygon
SK /SRG /78A4 /2023 /28,SIKKIM,SORENG,78A4,27.1322,88.1763,37.374,14.491,32.0,406.551749551,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.27,MultiPolygon
SK /SRG /78A4 /2023 /29,SIKKIM,SORENG,78A4,27.133,88.1797,82.068,49.148,44.0,3280.70487358,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.28,MultiPolygon
SK /SRG /78A8 /2023 /3,SIKKIM,SORENG,78A8,27.1278,88.2612,43.861,43.725,183.904541016,1321.44568984,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.31,MultiPolygon
SK /SRG /78A8 /2023 /4,SIKKIM,SORENG,78A8,27.1259,88.2576,27.454,18.277,15.0,395.051995328,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.32,MultiPolygon
SK /SRG /78A8 /2023 /7,SIKKIM,SORENG,78A8,27.1302,88.2662,25.072,15.682,15.0621337891,304.520522016,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.41,MultiPolygon
SK /NAM /78A8 /2023 /15,SIKKIM,NAMCHI,78A8,27.1247,88.3963,82.797,22.593,4.87890625,1313.80475605,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.145,MultiPolygon
SK /NAM /78A8 /2023 /33,SIKKIM,NAMCHI,78A8,27.1273,88.4485,180.685,86.134,18.0589599609,11547.7155028,Reactivated,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.173,MultiPolygon
SK /NAM /78A8 /2023 /47,SIKKIM,NAMCHI,78A8,27.1242,88.4751,74.751,15.989,56.2102050781,882.48096129,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.194,MultiPolygon
SK /SRG /78A4 /2023 /36,SIKKIM,SORENG,78A4,27.1389,88.1791,39.934,38.652,12.0,1302.16767247,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.42,MultiPolygon
SK /SRG /78A4 /2023 /41,SIKKIM,SORENG,78A4,27.1497,88.1759,38.956,22.466,146.344482422,572.489263013,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.47,MultiPolygon
SK /SRG /78A4 /2023 /42,SIKKIM,SORENG,78A4,27.1412,88.1797,520.155,126.525,62.8342285156,24552.4469852,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.50,MultiPolygon
SK /SRG /78A8 /2023 /2,SIKKIM,SORENG,78A8,27.1538,88.2618,230.509,43.407,232.0,4289.83322513,Active,Moderately Dissected Structural Hills and Valleys,META GREYWACKE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.30,MultiPolygon
SK /NAM /78A8 /2023 /37,SIKKIM,NAMCHI,78A8,27.1443,88.3911,59.345,37.84,34.8350830078,1495.93150381,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.177,MultiPolygon
SK /NAM /78A8 /2023 /38,SIKKIM,NAMCHI,78A8,27.1416,88.4001,106.041,96.243,31.2293701172,6227.92235077,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.178,MultiPolygon
SK /NAM /78A8 /2023 /36,SIKKIM,NAMCHI,78A8,27.1409,88.42,53.473,24.749,48.2906494141,1075.52080636,Reactivated,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.176,MultiPolygon
SK /NAM /78A8 /2023 /40,SIKKIM,NAMCHI,78A8,27.1364,88.45,27.122,20.475,43.2310791016,396.871448252,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.183,MultiPolygon
SK /NAM /78A8 /2023 /39,SIKKIM,NAMCHI,78A8,27.1421,88.4673,41.804,25.416,16.3557128906,709.994115361,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.182,MultiPolygon
SK /NAM /78A8 /2023 /41,SIKKIM,NAMCHI,78A8,27.1395,88.4723,451.08,192.286,70.4030761719,56206.5079054,Reactivated,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.184,MultiPolygon
SK /NAM /78A8 /2023 /46,SIKKIM,NAMCHI,78A8,27.1373,88.4732,299.903,99.18,203.0,14554.2062379,Reactivated,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Gullied Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.193,MultiPolygon
SK /NAM /78A8 /2023 /27,SIKKIM,NAMCHI,78A8,27.1397,88.4766,82.833,46.416,34.467956543,2691.87892665,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.167,MultiPolygon
SK /SRG /78A4 /2023 /25,SIKKIM,SORENG,78A4,27.1576,88.1501,36.755,21.312,12.4285888672,591.958534954,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.24,MultiPolygon
SK /SRG /78A4 /2023 /13,SIKKIM,SORENG,78A4,27.1598,88.1726,48.405,29.035,12.0,954.749858199,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.12,MultiPolygon
SK /SRG /78A4 /2023 /24,SIKKIM,SORENG,78A4,27.1715,88.1627,79.93,43.685,6.0,2211.58662047,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.23,MultiPolygon
SK /SRG /78A4 /2023 /32,SIKKIM,SORENG,78A4,27.1629,88.1595,68.125,28.612,0.955261230469,1421.34506087,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.37,MultiPolygon
SK /SRG /78A4 /2023 /33,SIKKIM,SORENG,78A4,27.1648,88.1697,48.922,27.853,21.3985595703,779.634320561,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.38,MultiPolygon
SK /SRG /78A4 /2023 /14,SIKKIM,SORENG,78A4,27.1572,88.1924,59.678,28.186,22.0,1211.07777488,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.13,MultiPolygon
SK /SRG /78A4 /2023 /1,SIKKIM,SORENG,78A4,27.1691,88.1916,80.876,41.795,48.0,2060.21241991,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.150,MultiPolygon
SK /SRG /78A4 /2023 /15,SIKKIM,SORENG,78A4,27.1579,88.2015,56.086,35.294,8.52465820313,1422.56437347,Reactivated,Moderately Dissected Structural Hills and Valleys,META GREYWACKE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.14,MultiPolygon
SK /SRG /78A4 /2023 /16,SIKKIM,SORENG,78A4,27.156,88.2076,136.123,107.813,19.2105712891,8730.63131838,Reactivated,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Agriculture - Single crop Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.15,MultiPolygon
SK /SRG /78A8 /2023 /1,SIKKIM,SORENG,78A8,27.1731,88.2999,31.268,21.227,29.3505859375,472.366040181,Active,Moderately Dissected Structural Hills and Valleys,"SANDSTONE,SHALE WITH MINOR COAL",Semi- Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.29,MultiPolygon
SK /NAM /78A8 /2023 /28,SIKKIM,NAMCHI,78A8,27.1694,88.4777,126.193,54.015,101.088867188,5317.77850034,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.168,MultiPolygon
SK /NAM /78A12 /2023 /2,SIKKIM,NAMCHI,78A12,27.1633,88.5176,32.38,26.321,18.0,654.506391516,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Sparse Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.180,MultiPolygon
SK /SRG /78A4 /2023 /19,SIKKIM,SORENG,78A4,27.1938,88.1573,42.852,40.166,28.0,1267.64395094,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.18,MultiPolygon
SK /SRG /78A8 /2023 /5,SIKKIM,SORENG,78A8,27.1854,88.3195,140.061,120.317,72.0,12947.191713,Reactivated,Moderately Dissected Structural Hills and Valleys,"SANDSTONE,SHALE WITH MINOR COAL",Wasteland - Gullied Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.33,MultiPolygon
SK /SRG /78A8 /2023 /8,SIKKIM,SORENG,78A8,27.1852,88.3172,34.114,19.058,25.0,542.157554437,Active,Moderately Dissected Structural Hills and Valleys,"SANDSTONE,SHALE WITH MINOR COAL",Semi- Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.48,MultiPolygon
SK /SRG /78A8 /2023 /9,SIKKIM,SORENG,78A8,27.1844,88.3152,33.164,16.192,153.917297363,411.732174259,Active,Moderately Dissected Structural Hills and Valleys,"SANDSTONE,SHALE WITH MINOR COAL",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.49,MultiPolygon
SK /NAM /78A8 /2023 /20,SIKKIM,NAMCHI,78A8,27.1833,88.3338,90.946,54.509,31.6449584961,3847.95257902,Active,Moderately Dissected Structural Hills and Valleys,"SANDSTONE,SHALE WITH MINOR COAL",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.151,MultiPolygon
SK /NAM /78A8 /2023 /10,SIKKIM,NAMCHI,78A8,27.1802,88.3568,71.588,41.384,5.75805664063,2342.86355186,Active,Moderately Dissected Structural Hills and Valleys,"DOLIMITIC QUARTZITE, CHERT, PHYLLITE, SLATE",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.140,MultiPolygon
SK /NAM /78A8 /2023 /22,SIKKIM,NAMCHI,78A8,27.1932,88.3653,73.428,60.685,40.0,3241.55672666,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZ ARENITE, BLACK SLATE, CHERTY PHYLLITE",Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.153,MultiPolygon
SK /NAM /78A8 /2023 /29,SIKKIM,NAMCHI,78A8,27.1824,88.4824,57.751,38.242,225.539672852,1771.06001186,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.169,MultiPolygon
SK /NAM /78A8 /2023 /30,SIKKIM,NAMCHI,78A8,27.1844,88.4816,70.56,41.874,28.0977172852,1903.331224,Active,Highly Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Wasteland - Dense Scrub Land,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.170,MultiPolygon
SK /PKY /78A12 /2023 /15,SIKKIM,PAKYONG,78A12,27.1884,88.6382,296.429,84.684,26.4576416016,16365.6609634,Active,Moderately Dissected Structural Hills and Valleys,CHLORITE SERICITE SCHIST AND QUARTZITE,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.211,MultiPolygon
