Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,Occurrence_Date,Occurrence_Year,event_date,event_year,event_month,landslide_event,rainfall_mm,rainfall_3day_mm,soil_moisture
TN/NIL/58A11/2025/14,Tamil Nadu,Nilgiri,NIL-14,"Cheranur, Kil Kudah-2, Mariamman temple",11.25669444,76.62744444,Debris,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,83.3,205.8,0.43
TN/NIL/58A11/2025/16,Tamil Nadu,Nilgiri,NIL-16,Gudalur Ooty road (Naduvattam),11.49063889,76.52758333,Debris,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,44.7,125.8,0.429
TN/NIL/58A11/2025/3,Tamil Nadu,Nilgiri,NIL-3,Masinagudi-Ooty Road,11.48652778,76.68563889,Rock,Fall,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,30.1,75.3,0.423
TN/NIL/58A11/2025/4,Tamil Nadu,Nilgiri,NIL-4,Masinagudi-Ooty Road,11.48583333,76.68605556,Rock,Fall,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,30.1,75.3,0.423
TN/NIL/58A11/2025/5,Tamil Nadu,Nilgiri,NIL-5,"Ithalar, Bembatty",11.33669444,76.64225,Earth,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,,,
TN/NIL/58A11/2025/8,Tamil Nadu,Nilgiri,NIL-8,Lawrence Avalanche junction Emerald,11.31261111,76.62380556,Earth,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,83.3,205.8,0.43
TN/NIL/58A11/2025/9,Tamil Nadu,Nilgiri,NIL-9,Near Mukkimalai hairpin bend no. 14,11.29147222,76.64566667,Earth,slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,83.3,205.8,0.43
TN/NIL/58A12/2025/15,Tamil Nadu,Nilgiri,NIL-15,"Mel Kundah, Thiashola - Kinnakorai road",11.21705556,76.60447222,Debris,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,83.3,205.8,0.43
TN/NIL/58A2/2025/18,Tamil Nadu,Nilgiri,NIL-18,Cholady near cherambadi,11.52475,76.24763889,Debris,Slide,26 May 2025,2025-05-26,2025.0,2025-05-26,2025,5,1,70.1,190.6,0.511
TN/NIL/58A11/2025/1,Tamil Nadu,Nilgiri,NIL-1,Basavakkal Nanjanadu 2 village Ooty taluk,11.39636111,76.65091667,Earth,subsidence,27 May 2025,2025-05-27,2025.0,2025-05-27,2025,5,1,13.2,103.3,0.423
KA/DK/48P05/2025/08,Karnataka,Dakshin Kannad,--,Santhigodu,12.773232,75.266805,Debris,Slide,28 May 2025,2025-05-28,2025.0,2025-05-28,2025,5,1,64.9,221.3,0.511
ME/EWK/2026/49,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68698889,91.64812222,Rock,Slide,28 May 2025,2025-05-28,2025.0,2025-05-28,2025,5,1,3.6,42.7,0.483
ME/EWK/2026/50,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.68690556,91.64915278,Debris,Fall,28 May 2025,2025-05-28,2025.0,2025-05-28,2025,5,1,3.6,42.7,0.483
7244,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 1,Mairang-Guwahati Road,25.69150833,91.64160833,Debris,Slide,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,34.3,65.1,0.505
MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,26.0,68.0,0.42
MIZ/AZL/84A10/2025/002,Mizoram,Aizawl,,Kulikawn East,23.6868033,92.7251987,Rock,Slide,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,33.7,77.0,0.419
MIZ/LUN/84A16/2025/119,Mizoram,Lunglei,,Sekhum,23.141474,92.750577,Debris,Slide,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,31.8,62.9,0.429
MIZ/SER/84A15/2025/130,Mizoram,Serchhip,,"Dinthar, Serchhip",23.298137,92.857412,Earth,Slide,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,33.9,68.1,0.429
MIZ/SER/84A16/2025/092,Mizoram,Serchhip,,Bungtlang,23.193401,92.900218,Debris,Flow,29 May 2025,2025-05-29,2025.0,2025-05-29,2025,5,1,33.1,76.9,0.428
KA/DK/48P01/2025/018,Karnataka,Dakshin Kannad,--,Urladka,12.850862,75.196607,Rock,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,37.5,175.0,0.512
KA/DK/48P01/2025/019,Karnataka,Dakshin Kannad,--,Urladka,12.848973,75.209944,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,37.5,175.0,0.512
KA/DK/48P01/2025/020,Karnataka,Dakshin Kannad,--,Urladka,12.850756,75.221026,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,37.5,175.0,0.512
KA/DK/48P01/2025/021,Karnataka,Dakshin Kannad,--,Perne,12.824032,75.199666,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,37.5,175.0,0.512
KA/DK/48P05/2025/011,Karnataka,Dakshin Kannad,--,Kakve,12.758327,75.323195,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,38.3,169.4,0.509
KA/DK/48P05/2025/09,Karnataka,Dakshin Kannad,--,Santhigodu,12.77705,75.262014,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,46.0,180.5,0.513
KER/KOZ/49M14/2025/06,Kerala,Kozhikode,26th mile Thalayad 1,Talayad –Kakkayam Road,11.51527778,76.89536111,Rock,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,10.5,22.1,0.415
KER/KOZ/49M14/2025/07,Kerala,Kozhikode,Thalayad 2,Talayad –Kakkayam Road,11.51652778,75.89355556,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,66.3,252.4,0.511
4702,Meghalaya,East Khasi Hills,Lait-Sohphie,AH-2,25.30127778,91.92198889,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,425.6,495.6,0.516
ME/EKH/78O15/2025/02,Meghalaya,East Khasi Hills,Laitlyngkot- Pomlum slide 1,NH-206,25.422278,91.867694,Rock,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,291.2,349.1,0.514
ME/EKH/78O15/2025/03,Meghalaya,East Khasi Hills,Laitlyngkot-Pomlum slide 2,NH-206,25.43480556,91.85952778,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,291.2,349.1,0.514
ME/EKH/78O15/2025/04,Meghalaya,East Khasi Hills,11th Mile slide2,NH-206,25.48716667,91.81936111,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,291.2,349.1,0.514
4695,Meghalaya,Eastern-West Khasi Hill,Mawblei,SH-3,25.65443889,91.62390833,Debris,Fall,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,126.2,160.8,0.512
4696,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65443889,91.63345833,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,126.2,160.8,0.512
4697,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65977222,91.63440556,Debris,Fall,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,126.2,160.8,0.512
ME/EWK/2026/42,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 2,Mairang-Guwahati Road,25.69517778,91.64123611,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.4,149.3,0.514
ME/EWK/2026/47,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69523333,91.64426944,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.4,149.3,0.514
ME/EWK/2026/48,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69463611,91.64577778,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.4,149.3,0.514
4701,Meghalaya,Ri-Bhoi,Umsawlum A,GS Road,25.67032222,91.90487222,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,110.5,139.5,0.511
7237,Meghalaya,Ri-Bhoi,Sahkynduh,NH-6,25.71165556,91.89512778,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,110.5,139.5,0.511
7239,Meghalaya,Ri-Bhoi,Ri-Bhoi Pataraim,NH-6,25.75297778,91.88535278,Debris,Fall/Topple,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,92.7,123.0,0.513
ME/RIB/2025/22,Meghalaya,Ri-Bhoi,Umiam Hydal Project,GS Road,25.66315,91.90180278,Debris,Fall,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,110.5,139.5,0.511
ME/RIB/2025/28,Meghalaya,Ri-Bhoi,,NH-6,25.67761389,91.89865833,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,110.5,139.5,0.511
ME/EWK/2026/30,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28247222,91.36413333,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,188.7,253.2,0.515
ME/SWK/2025/16,Meghalaya,South West Khasi Hills,Mawiang,SH-3,25.619397,91.61704,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,126.2,160.8,0.512
ME/SWK/2026/31,Meghalaya,South West Khasi Hills,Mawpud,Ranikor,25.28090556,91.36584722,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,200.6,262.3,0.516
MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.350187,92.778852,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,161.5,215.0,0.43
MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.341022,92.776761,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,161.5,215.0,0.43
MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.339144,92.786128,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,161.5,215.0,0.43
MIZ/AZL/84A15/2025/022,Mizoram,Aizawl,,Thenzawl Quarry,23.336229,92.787113,Debris,Flow,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,136.8,189.1,0.43
MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.152289,92.746243,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUN/84A12/2025/128,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.134961,92.747843,Debris,Slide and Flow,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.108018,92.746279,Earth,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,90.5,135.2,0.429
MIZ/LUN/84A12/2025/155,Mizoram,Lunglei,,Mualthuam N,23.10565,92.745979,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,,,
MIZ/LUN/84A16/2025/121,Mizoram,Lunglei,,Sekhum,23.139887,92.751646,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.100785,92.751508,Earth,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,90.5,135.2,0.429
MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.067473,92.767201,Earth,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,60.7,104.1,0.428
MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.061745,92.770105,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,60.7,104.1,0.428
MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.194007,92.734654,Rock,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.193468,92.734849,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUNG/84A12/2025/038,Mizoram,Lunglei,,Ramlaitui,23.183856,92.735346,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUNG/84A12/2025/040,Mizoram,Lunglei,,Ramlaitui,23.181806,92.736868,Earth,slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,111.5,155.3,0.43
MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.015005,92.765065,Rock,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,60.7,104.1,0.428
MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,22.973735,92.725975,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,79.6,141.6,0.429
MIZ/SER/84A12/2025/026,Mizoram,Serchhip,,Aizawl-Thenzawl-Lunglei Highway,23.239637,92.748175,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,165.9,209.6,0.43
MIZ/SER/84A15/2025/131,Mizoram,Serchhip,,Serchhip,23.293453,92.858089,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,136.8,189.1,0.43
MIZ/SIA/84B15/2025/058,Mizoram,Siaha,,NH 54,22.444376,92.947323,Debris,Slide,30 May 2025,2025-05-30,2025.0,2025-05-30,2025,5,1,37.5,129.9,0.429
AS/KAM(M)/78N12/2025/04,Assam,Kamrup,Pandu,Pandu,26.17027,91.698,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,5.1,171.9,0.491
AS/KAM(M)/78N16/2025/006,Assam,Kamrup,"Doimuguri, Bonda","Doimuguri,",26.19113889,91.82961111,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,8.4,199.4,0.494
7193,Assam,Kamrup (Metro),Birkuchi,,26.184324,91.855395,Soil,slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,8.4,199.4,0.494
KA/DK/48P01/2025/013,Karnataka,Dakshin Kannad,--,Karaya-Mugga,12.858407,75.226056,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,4.6,107.6,0.497
KA/DK/48P01/2025/014,Karnataka,Dakshin Kannad,--,Karaya-Mugga,12.858072,75.226282,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,4.6,107.6,0.497
KA/DK/48P01/2025/015,Karnataka,Dakshin Kannad,--,Karaya-Mugga,12.859678,75.226523,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,4.6,107.6,0.497
KA/DK/48P01/2025/016,Karnataka,Dakshin Kannad,--,"Sokila, Barya Village",12.860977,75.205525,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,4.6,107.6,0.497
KA/DK/48P01/2025/017,Karnataka,Dakshin Kannad,--,Urladka,12.861881,75.193047,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,6.6,109.0,0.498
KA/DK/48P05/2025/06,Karnataka,Dakshin Kannad,--,Santhigodu,12.762635,75.289625,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,5.3,106.8,0.501
KA/DK/48P05/2025/07,Karnataka,Dakshin Kannad,--,Narimogru,12.75297,75.274733,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,5.3,106.8,0.501
6822,Manipur,Noney,,NH-37,24.846509,93.573533,Debris,slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,41.4,157.1,0.428
ME/EKH/2025/25,Meghalaya,East Khasi Hills,Lewmawiong,NH-206,25.42315556,91.86329167,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,15.3,353.9,0.504
ME/EKH/78O15/2025/08,Meghalaya,East Khasi Hills,Mawrah Rock slide,Laitkroh –Khadarshnog road sector,25.366201,91.767213,Rock,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.4,454.6,0.509
ME/EKH/78O15/2025/09,Meghalaya,East Khasi Hills,Mawkhnai landslide,Laitkroh –Khadarshnog road sector,25.355042,91.767525,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.4,454.6,0.509
ME/EKH/78O15/2025/10,Meghalaya,East Khasi Hills,War-War landslide,Laitkroh –Khadarshnog road sector,25.340415,91.774142,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,35.2,540.7,0.508
7252,Meghalaya,Eastern-West Khasi Hill,Mawkarah,Nongkhlaw Road,25.700668,91.596815,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,3.7,127.7,0.492
ME/EWK/2026/62,Meghalaya,Eastern-West Khasi Hill,,Jakhong Road,25.739454,91.572107,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.0,142.0,0.501
MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,,Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.8,167.5,0.425
MIZ/AZL/84A10/2025/004,Mizoram,Aizawl,,"Zohnuai, Vaivakawn, Aizawl",23.74247,92.705587,Debris,Subsidence,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,18.2,124.2,0.423
MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.353485,92.780193,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,44.4,239.3,0.429
MIZ/HNAH/84A16/2025/084,Mizoram,Hnahthial,,Pangzawl,23.077813,92.89844,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,30.0,112.6,0.428
MIZ/HNAH/84A16/2025/085,Mizoram,Hnahthial,,Pangzawl,23.081023,92.897247,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,30.0,112.6,0.428
MIZ/HNAH/84A16/2025/086,Mizoram,Hnahthial,,Pangzawl,23.084343,92.898597,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,30.0,112.6,0.428
MIZ/HNAH/84B13/2025/080,Mizoram,Hnahthial,,NH 54,22.902089,92.879909,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.5,113.8,0.428
MIZ/HNAH/84B13/2025/081,Mizoram,Hnahthial,,Hnahthial Kanaan Veng,22.967715,92.925677,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,38.9,116.8,0.428
MIZ/HNAH/84B13/2025/082,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.971217,92.925544,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,38.9,116.8,0.428
MIZ/HNAH/84B13/2025/083,Mizoram,Hnahthial,,"Electric Veng, Hnahthial",22.969582,92.925917,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,38.9,116.8,0.428
MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.229765,93.127521,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,27.6,103.5,0.426
MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.4,104.6,0.427
MIZ/LAW/84B14/2025/055,Mizoram,Lawngtlai,,"College Veng, Lawngtlai",22.519716,92.891037,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.3,92.6,0.426
MIZ/LAW/84B14/2025/061,Mizoram,Lawngtlai,,Thingkah,22.54735,92.882032,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.3,92.6,0.426
MIZ/LAW/84B15/2025/056,Mizoram,Lawngtlai,,NH 54,22.48765,92.886806,Rock,Fall,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,25.3,92.6,0.426
MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,,"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.069585,92.765797,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,34.5,121.9,0.428
MIZ/LUNG/84A12/2025/032,Mizoram,Lunglei,,Kanghmun,23.214239,92.740856,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.6,234.8,0.429
MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.203253,92.735838,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.6,234.8,0.429
MIZ/LUNG/84A12/2025/041,Mizoram,Lunglei,,Ramlaitui,23.18077,92.735789,Debris,Flow,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/042,Mizoram,Lunglei,,Ramlaitui,23.173606,92.739793,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.150939,92.748258,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.1351,92.748694,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.134009,92.746247,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.132082,92.746268,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A12/2025/049,Mizoram,Lunglei,,N. Mualthuam,23.114225,92.746024,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,32.8,151.4,0.427
MIZ/LUNG/84A12/2025/050,Mizoram,Lunglei,,N. Mualthuam,23.111824,92.745097,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,32.8,151.4,0.427
MIZ/LUNG/84A16/2025/044,Mizoram,Lunglei,,Sekhum,23.140846,92.751229,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.3,182.6,0.428
MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,,Aizawl-Thenzawl-Lunglei Highway,23.022804,92.755698,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,34.5,121.9,0.428
MIZ/LUNG/84B13/2025/070,Mizoram,Lunglei,,NH 54,22.788323,92.833817,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,35.5,122.3,0.429
MIZ/LUNG/84B13/2025/071,Mizoram,Lunglei,,NH 54,22.793307,92.819831,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,35.5,122.3,0.429
MIZ/LUNG/84B13/2025/079,Mizoram,Lunglei,,NH 54,22.892426,92.822937,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,38.1,125.4,0.428
MIZ/LUNG/84B14/2025/062,Mizoram,Lunglei,,NH 54,22.641087,92.867635,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,31.3,102.8,0.426
MIZ/LUNG/84B14/2025/063,Mizoram,Lunglei,,NH 54,22.660692,92.855602,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,31.3,102.8,0.426
MIZ/LUNG/84B14/2025/064,Mizoram,Lunglei,,NH 54,22.688472,92.842907,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,31.3,102.8,0.426
MIZ/LUNG/84B14/2025/065,Mizoram,Lunglei,,NH 54,22.702165,92.836523,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,31.3,102.8,0.426
MIZ/LUNG/84B14/2025/066,Mizoram,Lunglei,,NH 54,22.706999,92.841597,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,31.3,102.8,0.426
MIZ/LUNG/84B14/2025/067,Mizoram,Lunglei,,NH 54,22.745387,92.841543,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,39.9,118.9,0.428
MIZ/SAI/84A14/2025/237,Mizoram,Saitual,,outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,23.5,173.8,0.423
MIZ/SER/84A11/2025/157,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.307135,92.707624,Debris,Flow,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,43.6,251.0,0.428
MIZ/SER/84A11/2025/158,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306409,92.706083,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,43.6,251.0,0.428
MIZ/SER/84A11/2025/159,Mizoram,Serchhip,,Thenzawl - Buarpui road,23.306012,92.704212,Debris,Flow,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,43.6,251.0,0.428
MIZ/SER/84A12/2025/027,Mizoram,Serchhip,,Buangpui,23.239077,92.745631,Earth,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.6,234.8,0.429
MIZ/SER/84A12/2025/029,Mizoram,Serchhip,,Buangpui,23.239797,92.744214,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.6,234.8,0.429
MIZ/SER/84A12/2025/030,Mizoram,Serchhip,,Buangpui,23.238785,92.744224,Debris,Slide,31 May 2025,2025-05-31,2025.0,2025-05-31,2025,5,1,37.6,234.8,0.429
