Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,Occurrence_Date,Occurrence_Year,event_date,event_year,event_month,landslide_event,rainfall_mm,rainfall_3day_mm,soil_moisture
MH/RGD/47F08/2012/0001,Maharashtra,Raigarh (Raygad),Dasgaon Slide,Near 113 Km stone NH - 17,18.0915,73.36483,Debris,Slide,26 July 2005,2005-07-26,2005.0,2005-07-26,2005,7,1,96.4,190.0,0.485
KER/IDUK/58C14/2007/0022,Kerala,Idukki,Edadumuttam 2,Elappally,9.7386,76.8754,Debris,Avalanche,31 July 2005,2005-07-31,2005.0,2005-07-31,2005,7,1,38.1,92.5,0.481
MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,,24.81722,93.51722,,,16 June 2007,2007-06-16,2007.0,2007-06-16,2007,6,1,34.6,65.1,0.429
MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,,25.38803,91.46977,Debris,Slide,16 June 2007,2007-06-16,2007.0,2007-06-16,2007,6,1,79.6,123.9,0.485
MEGH/WKH/78O11/2007/D-14,Meghalaya,West Khasi Hills,Jakrem East slide,,25.40023,91.5159,Debris,Slide,16 June 2007,2007-06-16,2007.0,2007-06-16,2007,6,1,79.6,123.9,0.485
KER/IDUK/58C14/2007/0021,Kerala,Idukki,Edadumuttam1,Elappally,9.7409,76.8724,Debris,Slide,22 June 2007,2007-06-22,2007.0,2007-06-22,2007,6,1,105.9,193.0,0.487
KER/PALA/58B10/2007/0039,Kerala,Palakkad,Kundarachola-Cherunelli,"PadaGiri hillock, Pothundi reservoir",10.5185,76.6306,Debris,Slide,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.476
KER/PALA/58B10/2007/0040,Kerala,Palakkad,Kundarachola-Cherunelli-2,Pothundi dam,10.5252,76.6391,Debris,Slide,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.476
KER/PALA/58B10/2007/0041,Kerala,Palakkad,Kundarachola-cherunelli-3,Pothundi dam,10.5248,76.6413,Debris,Flow,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.476
KER/PALA/58B10/2007/0042,Kerala,Palakkad,Cherunelli Estate,Nelliyampathy,10.5249,76.6414,Debris,Flow,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.476
KER/PALA/58B10/2007/0043,Kerala,Palakkad,Cherunelli Estate-2,Pada Giri hillock,10.5259,76.6566,Debris,Slide,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.477
KER/PALA/58B10/2007/0044,Kerala,Palakkad,Cherunelli Estate-3,,10.528,76.6587,Debris,Slide,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.477
KER/PALA/58B10/2007/0045,Kerala,Palakkad,Cherunelli Estate-4,,10.527,76.6603,Debris,Avalanche,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.477
KER/PALA/58B10/2007/0046,Kerala,Palakkad,Cherunelli Estate-5,,10.528,76.6675,Debris,Slide,16 July 2007,2007-07-16,2007.0,2007-07-16,2007,7,1,20.3,36.2,0.477
KER/MALA/58A03/2007/0012,Kerala,Malappuram,Odakkayam-Muppari mala,Vettilapara,11.275,76.123,Debris,Slide,17 July 2007,2007-07-17,2007.0,2007-07-17,2007,7,1,47.4,127.7,0.482
MEGH/WKH/78O07/2007/D-13,Meghalaya,West Khasi Hills,Mawpon slide,,25.44465,91.34622,Debris,Slide,17 July 2007,2007-07-17,2007.0,2007-07-17,2007,7,1,50.0,88.5,0.48
ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,,Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,114.7,267.4,0.485
ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,,1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,114.7,267.4,0.485
MEG/EKH/78O10/2021/04,Meghalaya,East Khasi Hills,,,25.50368056,91.72342222,Rock,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,85.0,209.2,0.484
MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,,25.50667,91.28318,Debris,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,59.9,151.0,0.482
MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,,25.31488,91.44913,Rock cum Debris,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,70.5,190.5,0.482
MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,,25.31488,91.33367,Debris,Slide,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,90.2,209.6,0.484
MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,,25.31848,91.45262,Debris,Fall,19 July 2007,2007-07-19,2007.0,2007-07-19,2007,7,1,70.5,190.5,0.482
MEGH/WKH/78O06/2007/D-6,Meghalaya,West Khasi Hills,Lawab slide,Road (Nongstoin by pass),25.5208,91.25985,Rock cum Debris,Slide,25 July 2007,2007-07-25,2007.0,2007-07-25,2007,7,1,,,
MEGH/WKH/78O06/2007/D-7,Meghalaya,West Khasi Hills,Mawkawah slide,PWD road (SH),25.51973,91.28443,Debris,Fall,25 July 2007,2007-07-25,2007.0,2007-07-25,2007,7,1,106.0,205.5,0.488
MEGH/WKH/78O06/2007/D-8,Meghalaya,West Khasi Hills,Nongjyllieh slide,,25.50335,91.28335,Rock,Slide,25 July 2007,2007-07-25,2007.0,2007-07-25,2007,7,1,,,
MEGH/WGH/78K02/2007/D-19,Meghalaya,West Garo Hills,Tura town (Rishipara) slide,,25.51028,90.21678,,,27 July 2007,2007-07-27,2007.0,2007-07-27,2007,7,1,59.4,173.5,0.495
MEGH/JH/83C08/2007/D-22,Meghalaya,Jaintia Hills,Tongseng slide,NH - 44,25.134194,92.383528,Rock cum Debris,Slide,31 July 2007,2007-07-31,2007.0,2007-07-31,2007,7,1,19.1,68.1,0.474
MEGH/JH/83C08/2007/D-23,Meghalaya,Jaintia Hills,Sonapur slide,NH-44,25.12186,92.388583,,Flow,31 July 2007,2007-07-31,2007.0,2007-07-31,2007,7,1,15.2,53.8,0.474
NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,,25.66667,94.10972,Debris,Slide,12 August 2007,2007-08-12,2007.0,2007-08-12,2007,8,1,21.3,44.3,0.482
ME/EKJ/78O15/2015/87,Meghalaya,East Khasi Hills,,lyngshing approach road,25.407917,91.998889,Rock,Fall,18 August 2007,2007-08-18,2007.0,2007-08-18,2007,8,1,8.2,45.2,0.47
MG/SGH/78K11/2018/7,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,NH-62,25.403061,90.724166,Debris,Slide,18 August 2007,2007-08-18,2007.0,2007-08-18,2007,8,1,9.7,28.1,0.475
MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,,25.425,91.405,Debris,Slide,18 August 2007,2007-08-18,2007.0,2007-08-18,2007,8,1,10.6,57.7,0.486
MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,,25.4013,91.45855,Debris,Slide,18 August 2007,2007-08-18,2007.0,2007-08-18,2007,8,1,10.6,57.7,0.496
MEGH/WKH/78O07/2007/D-5,Meghalaya,West Khasi Hills,Umjarain East slide,,25.40547,91.53712,Rock cum Debris,Slide,18 August 2007,2007-08-18,2007.0,2007-08-18,2007,8,1,10.6,57.7,0.496
MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,Debris,Slide,24 August 2007,2007-08-24,2007.0,2007-08-24,2007,8,1,10.9,22.6,0.421
MN/KAN/83L01/2018/47,Manipur,Kangpokpi,,Khonkon village,24.997972,94.020444,Rock cum debris,Slide,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,4.2,72.9,0.495
MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,Debris,Slide,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,0.4,75.6,0.41
MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,,,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,0.4,75.6,0.41
MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,Debris,Slide,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,0.4,75.6,0.41
MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,Debris,Slide,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,0.4,75.6,0.41
MN/UKH/83L01/2018/14,Manipur,Ukhrul,,Lamlai Chingphei,24.994278,94.205917,Rock cum debris,Slide,28 August 2007,2007-08-28,2007.0,2007-08-28,2007,8,1,6.8,41.2,0.469
MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,,24.40639,94.06583,Debris,Slide,7 September 2007,2007-09-07,2007.0,2007-09-07,2007,9,1,28.6,109.3,0.445
MEGH/EKH/78O14/2007/D-17,Meghalaya,East Khasi Hills,Nongrimbah slide,,25.56667,91.90194,Debris,Slide,08 September 2007,2007-09-08,2007.0,2007-09-08,2007,9,1,60.7,279.4,0.481
MIZO/AIZ/84A10/2007/E-3,Mizoram,Aizawl,Bawng Venglai slide,,23.751694,92.731528,Debris,Slide,8 September 2007,2007-09-08,2007.0,2007-09-08,2007,9,1,11.0,72.8,0.425
MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,,25.47217,94.15433,Debris,Slide,09 September 2007,2007-09-09,2007.0,2007-09-09,2007,9,1,20.9,76.4,0.485
MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,,24.81778,93.51583,Debris,Slide,10 September 2007,2007-09-10,2007.0,2007-09-10,2007,9,1,7.1,51.0,0.424
MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,Rock,Fall,12 September 2007,2007-09-12,2007.0,2007-09-12,2007,9,1,15.6,28.8,0.417
ME/EKJ/78O14/2015/23,Meghalaya,East Khasi Hills,,NH-40,25.695552,91.903777,Debris,Slide,15 September 2007,2007-09-15,2007.0,2007-09-15,2007,9,1,21.2,82.5,0.481
MEG/WKH/78O10/2016/51,Meghalaya,West Khasi Hills,,NongkhlawPatharkhammah road,25.687056,91.6485,Debris,Slide,15 September 2007,2007-09-15,2007.0,2007-09-15,2007,9,1,22.2,83.7,0.48
MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,,25.68625,91.118358,Debris,Fall,15 September 2007,2007-09-15,2007.0,2007-09-15,2007,9,1,,,
MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,,25.69483,91.11836,Debris,Slide,15 September 2007,2007-09-15,2007.0,2007-09-15,2007,9,1,9.9,50.3,0.458
MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,Debris,Slide,19 June 2008,2008-06-19,2008.0,2008-06-19,2008,6,1,21.9,53.7,0.427
MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near Tabanglong) slide,,24.90139,93.45389,Debris,Slide,19 June 2008,2008-06-19,2008.0,2008-06-19,2008,6,1,18.0,42.3,0.424
MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,,24.83278,93.46333,Debris,Slide,1 July 2008,2008-07-01,2008.0,2008-07-01,2008,7,1,12.4,68.0,0.425
NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,,25.66083,94.10278,Debris,Fall,02 August 2008,2008-08-02,2008.0,2008-08-02,2008,8,1,24.9,70.2,0.478
MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,,25.20283,91.20908,Debris,Fall,10 August 2008,2008-08-10,2008.0,2008-08-10,2008,8,1,34.1,44.1,0.491
MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,,25.201,91.234,Debris,Fall,12 August 2008,2008-08-12,2008.0,2008-08-12,2008,8,1,38.3,94.8,0.48
NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,,25.66917,94.10722,Debris,Slide,16 August 2008,2008-08-16,2008.0,2008-08-16,2008,8,1,9.1,39.8,0.479
7192,Assam,Kamrup,,,26.2272613,91.6922458,Debris,slide,26 December 2008,2008-12-26,2008.0,2008-12-26,2008,12,1,4.8,5.9,0.357
NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.36083,94.84,Rock,Fall,04 June 2009,2009-06-04,2009.0,2009-06-04,2009,6,1,12.5,19.6,0.444
NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,,26.37639,94.84056,Debris,Slide,20 June 2009,2009-06-20,2009.0,2009-06-20,2009,6,1,13.7,29.0,0.443
NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.34417,94.83333,,Slide,20 June 2009,2009-06-20,2009.0,2009-06-20,2009,6,1,12.6,19.0,0.48
NAG/KIPH/83K13/2009/F-7,Nagaland,Tuensang,Kesunisiki slide,,25.9,94.78917,,Slide,21 June 2009,2009-06-21,2009.0,2009-06-21,2009,6,1,0.4,16.4,0.444
NAG/KIPH/83K13/2009/F-8,Nagaland,Tuensang,Mission compound slide,,25.88667,94.78639,,Flow,21 June 2009,2009-06-21,2009.0,2009-06-21,2009,6,1,0.4,16.4,0.444
MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009,2009-06-29,2009.0,2009-06-29,2009,6,1,103.4,193.2,0.488
MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,NH-44 (Shillong - Silchar),25.54261,92.10867,Debris,Slide,1 July 2009,2009-07-01,2009.0,2009-07-01,2009,7,1,46.3,201.5,0.48
MEGH/EKH/83C02/2009/D-32,Meghalaya,East Khasi Hills,Puriang-2 slide,NH-44 (Shillong - Silchar),25.54328,92.10478,Rock,Fall,1 July 2009,2009-07-01,2009.0,2009-07-01,2009,7,1,46.3,201.5,0.48
MEGH/EKH/83C02/2009/D-33,Meghalaya,East Khasi Hills,Puriang-3 slide,NH-44 (Shillong - Silchar),25.54264,92.10214,Rock,Slide,1 July 2009,2009-07-01,2009.0,2009-07-01,2009,7,1,46.3,201.5,0.48
MEGH/EKH/83C02/2009/D-34,Meghalaya,East Khasi Hills,Puriang-4 slide,NH-44 (Shillong - Silchar),25.54231,92.1,Rock cum Debris,Slide,1 July 2009,2009-07-01,2009.0,2009-07-01,2009,7,1,46.3,201.5,0.48
MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,NH-44 (Shillong-Silchar road),25.54261,92.09842,Debris,Slide,1 July 2009,2009-07-01,2009.0,2009-07-01,2009,7,1,46.3,201.5,0.48
TRI/TRI-W/79M05/2009/G-1,Tripura,West Tripura,Kayerpur Landslide,,23.85417,91.34361,Debris,Slide,10 July 2009,2009-07-10,2009.0,2009-07-10,2009,7,1,4.5,11.3,0.442
LS1/2009,Maharashtra,Mumbai,,Jogeshwari-Wikroli link road,19.13194444,72.87472222,,,15 July 2009,2009-07-15,2009.0,2009-07-15,2009,7,1,51.9,104.8,0.393
MEGH/JH/78O15/2009/D-36,Meghalaya,Jaintia Hills,Laitlongkot slide,NH-40 (Shillong-Pynursla),25.43561,91.862056,Debris,Slide,17 July 2009,2009-07-17,2009.0,2009-07-17,2009,7,1,6.5,30.8,0.5
NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,,26.38778,94.82583,Rock,Slide,27 July 2009,2009-07-27,2009.0,2009-07-27,2009,7,1,10.4,31.5,0.448
AS/NC/83G04/2009/B-5,Assam,Dima Hasao,Phaiding Landslide,,26.20261,91.14528,Debris,,20 August 2009,2009-08-20,2009.0,2009-08-20,2009,8,1,5.1,34.4,0.471
NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,,26.38778,94.82583,Debris,Slide,20 August 2009,2009-08-20,2009.0,2009-08-20,2009,8,1,18.8,45.7,0.454
KA/UK/48J01/2025/11,Karnataka,Uttar Kannada,--,Jariwada,14.842847,74.176548,Debris,Slide,02 October 2009,2009-10-02,2009.0,2009-10-02,2009,10,1,27.3,126.1,0.478
MN-12/2010,Manipur,Tamenglong,Khoupum slide,,24.73133333,93.92738889,,Nil,28 March 2010,2010-03-28,2010.0,2010-03-28,2010,3,1,4.2,6.7,0.189
AS/CAC/83D10/2009-10/AS-1,Assam,Cachar,Palgana slide,Paglagaon (near Mursabarti) under Baghbahar GP part 3,24.57025,92.685,Debris,Slide,02 April 2010,2010-04-02,2010.0,2010-04-02,2010,4,1,8.6,200.0,0.42
AS/NC/83C16/2009-10/AS-5,Assam,Dima Hasao,Mailongdisa-Harangajao-2 slide,Between Mailongdisa and Harangajao railway station (Chainage: 130.100 Km to 130.400 Km),25.124306,92.904278,Debris,Slide,02 April 2010,2010-04-02,2010.0,2010-04-02,2010,4,1,11.5,168.4,0.448
AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,,25.229556,93.1556,Debris,Slide,02 April 2010,2010-04-02,2010.0,2010-04-02,2010,4,1,2.7,16.2,0.483
ML-10/2010,Meghalaya,Jaintia Hills,Umkiang Slide,,25.05108333,92.40219444,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,14.4,186.0,0.472
ML-11/2010,Meghalaya,Jaintia Hills,Dona Slide,,25.04305556,92.42041667,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,14.4,186.0,0.482
ML-12/2010,Meghalaya,Jaintia Hills,Ratachera Slide,,25.04222222,92.44127778,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,14.4,186.0,0.482
ML-6/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13561111,92.3805,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,20.7,204.6,0.472
ML-7/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13486111,92.382,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,24.4,225.6,0.472
ML-8/2010,Meghalaya,Jaintia Hills,Sonapur,,25.12383333,92.38519444,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,14.4,186.0,0.472
ML-9/2010,Meghalaya,Jaintia Hills,Kulyng Slide,,25.07533333,92.36341667,,,22 April 2010,2010-04-22,2010.0,2010-04-22,2010,4,1,24.4,225.6,0.472
AS/KAR/83D06/2009-10/AS-2,Assam,Karimganj,Rongpur slide,Rongpur Village,24.710833,92.481167,Debris,Slide,03 June 2010,2010-06-03,2010.0,2010-06-03,2010,6,1,5.7,36.4,0.505
TR-3/09-10,Tripura,Dhalai,Datarampara slide,,23.9,91.75622222,,,3 June 2010,2010-06-03,2010.0,2010-06-03,2010,6,1,6.2,14.2,0.41
MAN/TAM/83H09/2009-10/MN- 2,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km from None towards Nungba)",24.862444,93.610639,,Slide,05 June 2010,2010-06-05,2010.0,2010-06-05,2010,6,1,9.5,24.9,0.425
MN-10/2010,Manipur,Tamenglong,None slide,,24.86469444,93.62116667,,Nil,08 June 2010,2010-06-08,2010.0,2010-06-08,2010,6,1,39.2,51.4,0.425
MN-11/2010,Manipur,Tamenglong,Khumji slide,,24.86297222,93.62397222,,Nil,08 June 2010,2010-06-08,2010.0,2010-06-08,2010,6,1,39.2,51.4,0.425
MAN/TAM/83H09/2009-10/MN- 1,Manipur,Tamenglong,Tupul Slide,"Tupul (Along NH-53, Juncture of Tupul & Ijai Rivers)",24.792333,93.658222,Debris,Slide,10 June 2010,2010-06-10,2010.0,2010-06-10,2010,6,1,3.3,44.1,0.44
AS/NC/83C16/2009-10/AS-3,Assam,Dima Hasao,Jatinga-Longrangajao slide,Between Jatinga and Longrangajao Railway stations (Chainage:120.100 km to 120.400 km),25.124583,92.989111,Debris,Slide,16 June 2010,2010-06-16,2010.0,2010-06-16,2010,6,1,9.6,50.0,0.462
AS/NC/83C16/2009-10/AS-4,Assam,Dima Hasao,Mailongdisa-Harangajao slide,Between Mailongdisa and Harangajao Railway stations. CHainage:128.400 km to 128.600 km,25.121,92.915028,Debris,Slide,20 June 2010,2010-06-20,2010.0,2010-06-20,2010,6,1,69.4,100.0,0.46
ML-2/2010,Meghalaya,East Khasi Hills,Meghalaya Police's C.I.D Quarters,,25.56183333,91.86855556,,,28 June 2010,2010-06-28,2010.0,2010-06-28,2010,6,1,99.4,270.6,0.491
ML-3/2010,Meghalaya,East Khasi Hills,Lumsohra,,25.57188889,91.90127778,,,28 June 2010,2010-06-28,2010.0,2010-06-28,2010,6,1,68.2,179.4,0.491
ML-4/2010,Meghalaya,East Khasi Hills,CathedralChurch,,25.56852778,91.89219444,,,28 June 2010,2010-06-28,2010.0,2010-06-28,2010,6,1,68.2,179.4,0.491
ML-1/2010,Meghalaya,East Khasi Hills,Wall collase of mosque,,25.57711111,91.88141667,,,27 August 2010,2010-08-27,2010.0,2010-08-27,2010,8,1,16.7,28.2,0.476
KER/IDUK/53C13/2010/0001,Kerala,Idukki,Poochapra,"SH 33, Kuruttikalam",9.8222,76.8433,Rock cum Debris,Slide,27 October 2010,2010-10-27,2010.0,2010-10-27,2010,10,1,17.7,22.3,0.469
KER/IDUK/53C13/2010/0002,Kerala,Idukki,Kurutikalam,"SH 33,",9.823,76.8397,Debris,Slide,27 October 2010,2010-10-27,2010.0,2010-10-27,2010,10,1,17.7,22.3,0.469
KER/IDUK/53C13/2010/0003,Kerala,Idukki,Karippilangadi,Arakulum village,9.8116,76.8508,Debris,Subsidence,27 October 2010,2010-10-27,2010.0,2010-10-27,2010,10,1,17.7,22.3,0.471
KER/IDUK/53G02/2010/0004,Kerala,Idukki,Pottakalli,Kattapana village,9.7005,77.1069,Rock cum Debris,Slide and flow,27 October 2010,2010-10-27,2010.0,2010-10-27,2010,10,1,16.2,22.9,0.481
KER/IDUK/53G02/2010/0005,Kerala,Idukki,East Mattukada,Ayappan Kovil Village,9.7015,77.1066,Rock cum Debris,Slide and flow,27 October 2010,2010-10-27,2010.0,2010-10-27,2010,10,1,16.2,22.9,0.481
AS/KAM/78N16/2014/05,Assam,Kamrup (Metro),Karghuli,Chandmari Road,26.19622,91.76336,Earth,Flow,23 March 2011,2011-03-23,2011.0,2011-03-23,2011,3,1,0.0,6.0,0.412
MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,,23.70213889,92.71822222,,,22 May 2011,2011-05-22,2011.0,2011-05-22,2011,5,1,5.3,20.7,0.397
MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,,24.985,93.52113889,Earth,Slide,31 May 2011,2011-05-31,2011.0,2011-05-31,2011,5,1,58.6,128.6,0.428
ML-94/2011,Manipur,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,,Nil,26 June 2011,2011-06-26,2011.0,2011-06-26,2011,6,1,10.6,70.6,0.498
ML- 94/2011,Meghalaya,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,Earth,slide,26 June 2011,2011-06-26,2011.0,2011-06-26,2011,6,1,10.6,70.6,0.498
MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,,24.79083333,93.72333333,Rock,Slide,6 July 2011,2011-07-06,2011.0,2011-07-06,2011,7,1,3.4,14.9,0.467
SKM-07/2012-13,Sikkim,North Sikkim,Theng Slide,On Mangan-Chungthang road,27.57502778,88.65402778,Debris,Slide,22 June 2012,2012-06-22,2012.0,2012-06-22,2012,6,1,78.8,110.5,0.429
SKM-08/2012-13,Sikkim,North Sikkim,Tung Slide,On Mangan-Chungthang road,27.56111111,88.65452778,Debris,Slide,22 June 2012,2012-06-22,2012.0,2012-06-22,2012,6,1,78.8,110.5,0.429
SKM-09/2012-13,Sikkim,North Sikkim,Rubom Slide,On Mangan-Chungthang road,27.52838889,88.59972222,Debris,Slide,22 June 2012,2012-06-22,2012.0,2012-06-22,2012,6,1,78.8,110.5,0.429
SKM-10/2012-13,Sikkim,North Sikkim,Singik Slide,On Mangan-Chungthang road,27.56941667,88.65272222,Debris,Slide,22 June 2012,2012-06-22,2012.0,2012-06-22,2012,6,1,78.8,110.5,0.429
SKM-06/2012-13,Sikkim,North Sikkim,Pegong Slide,Mangan-Chungthang road,27.59027778,88.65394444,Debris,Slide,26 June 2012,2012-06-26,2012.0,2012-06-26,2012,6,1,46.2,163.1,0.426
SKM-04/2012-13,Sikkim,East Sikkim,Rockse Slide 1,Panthang to Dikchu road,27.37441667,88.54505556,Rock,,13 July 2012,2012-07-13,2012.0,2012-07-13,2012,7,1,50.2,170.3,0.428
SKM-05/2012-13,Sikkim,East Sikkim,Rockse Slide 2,Panthang to Dikchu road,27.36977778,88.54466667,Rock,,13 July 2012,2012-07-13,2012.0,2012-07-13,2012,7,1,50.2,170.3,0.428
SKM-11/2012-13,Sikkim,North Sikkim,Deodara Slide,On Mangan-Chungthang road,27.51491667,88.56313889,Debris,Slide,17 July 2012,2012-07-17,2012.0,2012-07-17,2012,7,1,21.0,156.2,0.427
NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,National Highway (NH)- 61,25.71611,94.08883,Debris,Flow,03 July 2013,2013-07-03,2013.0,2013-07-03,2013,7,1,13.8,63.9,0.477
NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,NH 29,25.78417,93.80028,Earth,Slide,16 July 2013,2013-07-16,2013.0,2013-07-16,2013,7,1,62.6,79.1,0.48
NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,NH 29,25.76939,93.80278,Earth,Slide,16 July 2013,2013-07-16,2013.0,2013-07-16,2013,7,1,62.6,79.1,0.48
ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013,2013-08-06,2013.0,2013-08-06,2013,8,1,36.2,56.4,0.482
MIZ/AZL/2023/102,Mizoram,Aizawl,,,24.18561111,92.94536111,Debris,Slide,15 August 2013,2013-08-15,2013.0,2013-08-15,2013,8,1,10.5,34.9,0.425
NL/MON/83J15/2014/08,Nagaland,Mon,Shamnyu slide,State Highway (Tobu to Mon road),26.39094,94.94406,Rock cum Debris,Flow,16 August 2013,2013-08-16,2013.0,2013-08-16,2013,8,1,19.2,41.1,0.449
NL/MON/83J15/2014/11,Nagaland,Mon,Chaklangsho-2,State Highway (Tobu to Mon road),26.40908,94.96308,Rock cum Debris,Slide,17 August 2013,2013-08-17,2013.0,2013-08-17,2013,8,1,19.2,51.2,0.463
NL/MON/83J15/2014/12,Nagaland,Mon,Telangsao slide,State Highway (Tobu to Mon road),26.41931,94.97369,Debris,Slide,18 August 2013,2013-08-18,2013.0,2013-08-18,2013,8,1,3.1,41.5,0.441
